,App Name,Category,Sub Category,Rating,Reviews,Installs,Price,Content Rating,Last Updated
213831,Don Gelatino,GAME,CASUAL,4.75,4,10+,0,Everyone,6-Jul-17
213839,"???????? \????-?????\""""",GAME,EDUCATIONAL,2,5,100+,0,Everyone,2-Jun-18
213840,?????????? ?????,GAME,CASUAL,2.746588707,513,"50,000+",0,Everyone,12-Feb-18
213859,Noddy Toyland Detective,GAME,EDUCATIONAL,4.25,12,"1,000+",$4.99 ,Everyone,15-Jun-17
213929,Slide puzzle games: adults hard puzzle games free,GAME,PUZZLE,4.199999809,15,"5,000+",0,Everyone,5-Oct-18
213932,Money Maker Soccer Tips,GAME,SPORTS,4.52011919,2013,"100,000+",0,Teen,29-Sep-18
213943,Miranda Sings vs Haters,GAME,PUZZLE,4.629732609,10776,"500,000+",0,Everyone 10+,28-Apr-16
213944,Squad Rivals,GAME,ARCADE,4.621296883,2329,"100,000+",0,Everyone 10+,22-Oct-18
213945,Fernanfloo,GAME,ARCADE,4.763463497,540779,"10,000,000+",0,Everyone 10+,26-Jun-18
213966,�ark?felek Mobil - LookMan,GAME,TRIVIA,4.401098728,1092,"100,000+",0,Everyone,25-Feb-19
213967,Brick Breaker Glass : Shoot the Ball & Blocks,GAME,CASUAL,4.870370388,54,"1,000+",0,Everyone,6-Sep-18
213974,OffRoad Cargo Pickup Driver,GAME,SIMULATION,4.181645393,9480,"1,000,000+",0,Everyone,24-Sep-18
214027,???? - ???? ?? 1?1 ???,GAME,CARD,3.863848448,3856,"100,000+",0,Teen,2-Apr-19
214028,???? ???? for Kakao,GAME,CASUAL,4.20606041,91711,"1,000,000+",0,Everyone,27-Mar-19
214045,Square attack,GAME,ARCADE,5,3,50+,0,Everyone,22-Jan-17
214093,Brawl Blast Fruits,GAME,ARCADE,4.599999905,5,"1,000+",0,Everyone,13-Mar-18
214106,Mars Power Industry - Space Colony Puzzle Game,GAME,PUZZLE,4.940000057,50,500+,$1.99 ,Everyone,5-Feb-19
214157,????? ????,GAME,PUZZLE,5,5,10+,0,Everyone,6-Dec-18
214183,Sam Prehistorik Baby,GAME,ARCADE,4.952381134,21,50+,0,Everyone,30-Aug-17
214314,Parts of speech. Russian,GAME,WORD,4.5,168,"50,000+",0,Everyone,21-Sep-18
214316,Punctuation. Russian language,GAME,WORD,4.5,38,"10,000+",0,Everyone,31-Mar-19
214353,Slime Clicker: War of Rancher,GAME,ROLE_PLAYING,2.832326174,662,"50,000+",0,Everyone 10+,31-Jan-18
214354,Airport Adventure 2,GAME,EDUCATIONAL,4.39392662,12086,"1,000,000+",0,Everyone,1-Feb-19
214357,Armored Warfare: Assault,GAME,ACTION,4.081706047,14442,"100,000+",0,Everyone,18-Mar-19
214379,Naval Clash Admiral Edition,GAME,ARCADE,4.632877827,2269,"10,000+",$1.49 ,Everyone,15-May-15
214447,90's Generation Challenge,GAME,TRIVIA,2.833333254,24,"1,000+",0,Everyone,4-Feb-19
214516,Anger of stick 5 : zombie,GAME,ACTION,4.548375607,707167,"50,000,000+",0,Teen,18-Dec-18
214647,UFO vs Animals,GAME,ARCADE,5,13,10+,0,Everyone,21-Mar-19
214659,Children Islamic Quiz,GAME,EDUCATIONAL,4.405555725,180,"10,000+",0,Everyone,11-Sep-17
214670,Magical Passcode 1111,GAME,ROLE_PLAYING,4.380952358,420,"10,000+",0,Everyone,12-Dec-18
214688,Mental Hospital V,GAME,ACTION,4.292440414,3823,"100,000+",$0.99 ,Mature 17+,19-Nov-16
214891,???? ???? - ??? ?????,GAME,WORD,4.597311497,6695,"500,000+",0,Everyone,9-Oct-18
214897,Spy Danger Run,GAME,ADVENTURE,3.333333254,6,100+,0,Everyone,30-Jan-19
214933,???? ????????? ???????,GAME,EDUCATIONAL,4,1,100+,0,Everyone,10-Oct-18
214952,Bouncez - 3D Ball Games,GAME,MUSIC,4.119680882,2632,"1,000,000+",0,Everyone,1-Apr-19
214953,Papi Drive,GAME,ARCADE,4.010140896,6311,"1,000,000+",0,Everyone,31-Oct-15
215016,??????? ??????????. ????. ???.,GAME,PUZZLE,4.533333302,30,"1,000+",$1.00 ,Everyone,2-Oct-15
215059,Math Game: Fractions,GAME,EDUCATIONAL,3.166666746,6,"1,000+",0,Everyone,13-Aug-13
215072,Kids Learn to Sort Lite,GAME,EDUCATIONAL,3.976109266,293,"50,000+",0,Everyone,7-Jul-18
215074,Cave FRVR - Spaceship Landing & Galaxy Exploration,GAME,ACTION,4.058823586,34,"10,000+",0,Everyone,23-Nov-18
215075,Babel Tower,GAME,CASUAL,3.37142849,175,"10,000+",0,Everyone,19-Dec-15
215086,Scratch Football Quiz,GAME,PUZZLE,4.006689072,299,"50,000+",0,Everyone,6-Nov-16
215098,Jigty Jelly,GAME,PUZZLE,4.239732742,1047,"500,000+",0,Everyone,24-Oct-18
215106,???????????,GAME,ARCADE,5,1,100+,0,Everyone,15-Feb-18
215191,Voletarium: Sky Explorers,GAME,ADVENTURE,4.497998238,1249,"50,000+",0,Everyone,19-Dec-17
215208,POKOPOKO The Match 3 Puzzle,GAME,PUZZLE,4.229320526,36207,"1,000,000+",0,Everyone,29-Mar-19
215336,El gato volador,GAME,ARCADE,5,1,10+,0,Everyone,14-Feb-19
215337,Helicopter Escape,GAME,ARCADE,5,1,5+,0,Everyone,13-Feb-19
215338,Spacecraft escape,GAME,ARCADE,5,2,1+,0,Everyone,19-Feb-19
215339,Globo arriba,GAME,ARCADE,3.666666746,3,5+,0,Everyone,12-Feb-19
215357,Egg Breaker,GAME,PUZZLE,4.545454502,11,"1,000+",0,Teen,16-Oct-18
215415,Seduce Me the Otome,GAME,ROLE_PLAYING,4.777078152,2382,"50,000+",0,Teen,14-Feb-19
215416,My Lady,GAME,CASUAL,4.75,20,100+,$0.99 ,Teen,19-Jan-16
215430,Ultra Blocks,GAME,PUZZLE,3.571428537,7,100+,0,Everyone,5-Oct-17
215521,Elephant Evolution - Create Mammoth Mutants,GAME,SIMULATION,4.702185631,732,"100,000+",0,Everyone,20-Dec-17
215551,Helicopter Sim Flight Simulator Air Cavalry Pilot,GAME,SIMULATION,4.162790775,258,"10,000+",0,Everyone 10+,12-Mar-19
215568,"Number Fill in puzzles - Numerix, numeric puzzles",GAME,WORD,4.404558182,2106,"100,000+",0,Everyone,12-Dec-18
215570,Word fill in puzzle games - crosswords fill it ins,GAME,WORD,4.310738087,2980,"100,000+",0,Everyone,4-Mar-19
215655,Simply Solitaire,GAME,CARD,4.666666508,3,500+,0,Everyone,21-Dec-17
215656,NumberUp,GAME,CASUAL,5,1,100+,0,Everyone,17-Mar-19
215697,????: ??????,GAME,SIMULATION,4.652549744,56693,"500,000+",0,Everyone,24-Sep-16
215698,BattleGunner,GAME,ACTION,4.888888836,9,100+,0,Everyone,10-Jul-18
215730,High Rise Up Balloon,GAME,ARCADE,4.25,4,500+,0,Everyone,24-Apr-18
215736,Weakness Check for Pokemon,GAME,CASUAL,4.042553425,47,"1,000+",$0.99 ,Everyone,15-Oct-13
215737,Item Check for Final Fantasy X,GAME,CASUAL,3.75,12,100+,$0.99 ,Everyone,22-Jul-15
215738,Monster Memory,GAME,PUZZLE,4.058823586,17,100+,0,Everyone 10+,21-Jun-13
215751,FC 2018,GAME,SPORTS,3.996268749,536,"50,000+",0,Everyone,28-Aug-18
215752,Handball Manager,GAME,SPORTS,3.872340441,188,"10,000+",0,Everyone,18-Mar-19
215753,Touchdown Manager,GAME,SPORTS,4.484154701,2272,"100,000+",0,Everyone,20-Feb-19
215754,Football Champions,GAME,SPORTS,4.241068363,6102,"100,000+",0,Everyone,20-Feb-19
215755,Rugby Manager,GAME,SPORTS,4.478882313,19936,"500,000+",0,Everyone,20-Feb-19
215818,2048 Puzzle Battle,GAME,PUZZLE,5,1,1+,0,Everyone,6-Mar-19
215820,Galaxy attack:: space shooter io,GAME,ACTION,5,2,10+,0,Everyone,2-Jan-19
215838,Street Soccer League 2019: Play Live Football Game,GAME,SPORTS,3.417238235,3353,"1,000,000+",0,Everyone,25-Mar-19
215839,Tag team wrestling 2019: Cage death fighting Stars,GAME,ROLE_PLAYING,4.182719707,1412,"500,000+",0,Teen,1-Feb-19
215840,Real Karate Fighting 2019: Kung Fu Master Training,GAME,ACTION,4.308580875,1212,"100,000+",0,Teen,1-Mar-19
215900,Vector 2 Premium,GAME,ARCADE,4.16805315,601,"10,000+",$1.99 ,Everyone 10+,7-Jul-17
215954,Robo Defense FREE,GAME,ARCADE,4.579010963,152023,"10,000,000+",0,Everyone 10+,23-Aug-17
215957,Japanese Pronunciation Game,GAME,TRIVIA,5,1,100+,0,Everyone,19-Jan-19
215971,Link Animal,GAME,PUZZLE,4.136513233,608,"100,000+",0,Everyone,27-Mar-19
215972,Sam Loc,GAME,CARD,3.853892326,835,"100,000+",0,Teen,6-Jun-18
215998,Lolo - Number Puzzle,GAME,PUZZLE,4.314606667,89,"10,000+",0,Everyone,25-Sep-18
216064,???? ??? ?????? ??????? Mongol,GAME,WORD,4.125,32,"10,000+",0,Everyone,4-Feb-14
216097,FL Racing Manager 2015 Lite,GAME,SPORTS,3.864428759,1549,"50,000+",0,Everyone,12-Mar-16
216121,Interdot Puzzel,GAME,PUZZLE,4.232142925,112,"10,000+",0,Everyone,25-May-17
216124,Happy Campers and The Inks 4,GAME,EDUCATIONAL,4.535885334,209,"10,000+",0,Everyone,7-Sep-16
216240,Crazy Missiles: Airplane and Helicopter Game,GAME,CASUAL,4.008928776,112,"10,000+",0,Everyone,18-Nov-18
216241,Gravity,GAME,CASUAL,4,11,"1,000+",0,Everyone,2-Dec-18
216243,Math: Basic Operations,GAME,EDUCATIONAL,4.081632614,49,"5,000+",0,Everyone,30-Dec-18
216254,Word Brain,GAME,TRIVIA,1,1,500+,0,Everyone,27-Apr-17
216287,Open Sudoku,GAME,PUZZLE,4.65306139,49,"5,000+",0,Everyone,7-May-18
216341,Maze,GAME,PUZZLE,4.530120373,83,"10,000+",0,Everyone,14-Mar-18
216350,Meet Brothers,GAME,PUZZLE,5,1,10+,0,Everyone 10+,13-May-17
216400,????2019,GAME,SPORTS,4.169575214,78213,"1,000,000+",0,Everyone,8-Mar-19
216438,"The Cursed Ship�, Collector�s Edition (Full)",GAME,ADVENTURE,4.304093361,1539,"10,000+",$4.99 ,Everyone,3-Apr-17
216479,Cheer Bear Puzzle,GAME,PUZZLE,3.440000057,25,"5,000+",0,Everyone,8-Sep-14
216480,Memory Game For Kids,GAME,PUZZLE,4.189610481,1155,"100,000+",0,Everyone,8-Sep-14
216482,Slow It !,GAME,ARCADE,3.338235378,68,"5,000+",0,Everyone,12-Sep-14
216622,??? ?? ???,GAME,EDUCATIONAL,3.230769157,13,"1,000+",0,Everyone,8-Nov-17
216635,Pirates & Pearls - A Match 3 Pirate Puzzle Game,GAME,PUZZLE,4.499767303,75255,"1,000,000+",0,Everyone,18-Mar-19
216734,E?lenceli Haf?za Oyunu,GAME,TRIVIA,5,11,50+,0,Everyone,17-Apr-18
216735,Say? Tahmin Oyunu,GAME,EDUCATIONAL,5,15,100+,0,Everyone,17-Feb-18
216736,Educational Game for Kids - Learn English Words,GAME,EDUCATIONAL,4.820895672,67,"5,000+",0,Everyone,29-Mar-19
216737,Math Game for Kids,GAME,EDUCATIONAL,4.235294342,51,"5,000+",0,Everyone,1-Apr-19
216788,Good Old Jigsaw Puzzles - Free Puzzle Games,GAME,PUZZLE,4.612977028,4793,"100,000+",0,Everyone,8-Feb-19
216803,Home Behind,GAME,ROLE_PLAYING,4.637741089,726,"5,000+",$2.99 ,Teen,23-Nov-17
216804,????????,GAME,SIMULATION,4.103174686,126,"5,000+",$4.99 ,Everyone,16-Nov-16
216827,Guess The Name (Puzzle Game For Kids),GAME,PUZZLE,3.75,4,100+,0,Everyone,17-Aug-18
216828,Tap Tap Capitalist,GAME,SIMULATION,4.614814758,810,"10,000+",0,Everyone,12-Jul-18
216845,???? ????? ? ??????,GAME,EDUCATIONAL,4.516722679,6249,"500,000+",0,Everyone,2-Jan-19
216894,????? ??????,GAME,TRIVIA,3.604047775,1927,"100,000+",0,Everyone,31-Jan-19
216963,Fish Tycoon 2 Virtual Aquarium,GAME,SIMULATION,4.063733578,16773,"1,000,000+",0,Everyone,19-Mar-19
216970,Blossom Garden Blitz,GAME,CASUAL,4.21875,128,"10,000+",0,Everyone,6-Dec-17
216971,Jewel Cube Blast,GAME,PUZZLE,4.350943565,265,"50,000+",0,Everyone,8-May-18
216995,Time Travel Roller Coaster VR,GAME,SIMULATION,3.510204077,98,"5,000+",0,Everyone,27-Aug-15
216996,Snake Virtual Reality Game,GAME,ARCADE,2.633333445,30,"10,000+",0,Everyone,12-Jun-15
216997,Health + SESI,GAME,EDUCATIONAL,3,2,50+,0,Everyone,29-Mar-17
216998,VR Flight Simulator,GAME,SIMULATION,3.038647413,414,"50,000+",0,Everyone,18-Mar-16
217053,11hilo????-??????????????? ??????? ?????? ??????,GAME,CASINO,4.695852757,1085,"50,000+",0,Teen,2-Apr-19
217055,Math Game: Fast Calculation,GAME,EDUCATIONAL,4,26,"1,000+",0,Everyone,3-Jan-19
217108,Spelling Test - 2019 Edition,GAME,EDUCATIONAL,3.5625,16,"1,000+",0,Everyone,31-May-18
217143,Tappy bomb,GAME,ARCADE,1,1,1+,0,Everyone,16-May-18
217236,Animated Christmas Coloring Book,GAME,BOARD,5,7,"10,000+",0,Everyone,7-Dec-18
217291,Dirt Racing Mobile 3D Free,GAME,RACING,4.025141239,1949,"100,000+",0,Everyone,17-Sep-15
217339,the Crimson kiss to Saint,GAME,ADVENTURE,3.975409746,122,"10,000+",0,Teen,6-Jan-17
217340,White Memory -free otome game,GAME,ADVENTURE,4.007751942,129,"10,000+",0,Teen,1-Jun-17
217341,EPHEMERAL -English-,GAME,ADVENTURE,4.490098953,1616,"50,000+",0,Everyone 10+,21-Aug-18
217342,Tengu Otogi Zoushi,GAME,ADVENTURE,4.051723957,116,"10,000+",0,Everyone,15-Apr-17
217343,London Detective Story,GAME,ADVENTURE,4,103,"10,000+",0,Everyone 10+,10-May-17
217356,Wild Kratts Baby Buddies,GAME,EDUCATIONAL,3.975609779,82,"10,000+",$1.99 ,Everyone,5-Apr-16
217357,Arthur's Big App,GAME,EDUCATIONAL,3.703703642,54,"1,000+",$0.99 ,Everyone,5-Dec-14
217368,Mega Bubble Pop,GAME,ARCADE,4.422818661,745,"100,000+",0,Everyone,22-Mar-18
217375,Pizza Maker -Free Cooking game,GAME,CASUAL,3.871794939,39,"5,000+",0,Everyone,6-Feb-17
217390,Real Gun Shoot,GAME,ACTION,5,1,10+,0,Teen,20-Jul-18
217440,????? ???????? Phone,GAME,EDUCATIONAL,4.545454502,176,"10,000+",0,Everyone,19-Aug-14
217441,?????,GAME,EDUCATIONAL,4.320088387,453,"50,000+",0,Everyone,9-Mar-15
217442,How to make Origami,GAME,EDUCATIONAL,3.85185194,27,"5,000+",0,Everyone,2-Oct-18
217449,Legendary Tic Tac Toe: X and O Game Twist,GAME,PUZZLE,5,5,500+,0,Everyone,4-Aug-18
217466,Dino Jurassic Craft: Evolution,GAME,SIMULATION,4.221179962,12578,"1,000,000+",0,Everyone 10+,7-Nov-18
217512,My Virtual Girlfriend,GAME,ROLE_PLAYING,4.36716795,798,"10,000+",$0.99 ,Mature 17+,17-Feb-17
217541,Scare your friends too 3D prank,GAME,ACTION,4.533333302,60,"10,000+",0,Teen,22-Jul-18
217566,Brain Expander,GAME,PUZZLE,4.083333492,12,"1,000+",0,Everyone,17-Nov-12
217585,DEWA Game,GAME,EDUCATIONAL,4.857142925,7,100+,0,Everyone,21-Apr-16
217587,DEWA Jump,GAME,EDUCATIONAL,5,1,50+,0,Everyone,15-Aug-16
217588,A Better World,GAME,EDUCATIONAL,4.428571224,7,100+,0,Everyone,31-Jan-16
217617,Pet doll,GAME,CASUAL,4.346570492,554,"50,000+",0,Everyone,26-Mar-19
217638,?????????????,GAME,TRIVIA,3.094488144,127,"5,000+",0,Everyone,5-Feb-19
217640,????????????? ???????,GAME,TRIVIA,3.666666746,18,50+,$4.49 ,Everyone,13-Feb-19
217643,Find Jelly,GAME,CASUAL,5,2,5+,0,Everyone,27-Oct-18
217646,Pixel Skate - Free Games Skateboard,GAME,ARCADE,5,1,10+,0,Everyone,27-Oct-18
217656,Dice Roller,GAME,BOARD,3.85185194,27,"10,000+",0,Everyone,21-Feb-18
217703,METEOR STREAM,GAME,ACTION,4.333333492,6,10+,0,Everyone,14-Jan-18
217744,AXIO hexa,GAME,BOARD,5,1,50+,$3.99 ,Everyone,28-Nov-18
217775,Dua Dunia (Dunia Upin dan Dunia Ipin),GAME,PUZZLE,4.3125,16,"10,000+",0,Everyone,25-Nov-17
217776,Kartu 21,GAME,CARD,3.768348694,436,"50,000+",0,Everyone,12-May-15
217793,A.I.M. - Aim Is Multiplayer,GAME,ARCADE,3.46875,32,"1,000+",0,Everyone,26-Jan-14
217813,Hyperburner,GAME,RACING,4.628635406,447,"10,000+",$2.99 ,Everyone,5-Oct-16
217981,Magic Tap Follow,GAME,SIMULATION,4.5,6,50+,0,Everyone,29-Jan-18
217982,Sex Dice FREE / Sexw�rfel,GAME,ADVENTURE,3.947368383,19,"10,000+",0,Mature 17+,21-Sep-15
217985,Sex Dice PRO / Sexw�rfel,GAME,ADVENTURE,3.909090996,11,"1,000+",$1.09 ,Mature 17+,28-Jun-18
217996,Amusement Arcade 3D,GAME,ARCADE,4.404008865,11126,"1,000,000+",0,Everyone,18-Oct-18
218031,Cricket Captain 2018,GAME,SPORTS,3.764705896,119,"1,000+",$12.99 ,Everyone,1-Feb-19
218034,the Sequence,GAME,PUZZLE,4.828550339,1359,"10,000+",$1.99 ,Everyone,18-Apr-18
218083,2048 Plus,GAME,CASUAL,3.428571463,7,500+,0,Everyone,26-Aug-18
218102,Yasak TR - Tabu,GAME,WORD,3.954694748,30438,"1,000,000+",0,Everyone,27-Sep-18
218109,DJ Snake & Blocks - 5mb Only,GAME,CASUAL,4.563981056,211,"10,000+",0,Everyone,25-Oct-18
218170,I Have No Mouth,GAME,ADVENTURE,4.397260189,146,"5,000+",$3.99 ,Teen,1-Feb-16
218171,Gobliiins Trilogy,GAME,ADVENTURE,4.19397974,1495,"10,000+",$3.49 ,Everyone,9-Dec-14
218221,ONScripter Plus (Ad Free),GAME,ADVENTURE,4.508928776,112,"1,000+",$4.49 ,Everyone,24-Oct-18
218222,ACE Academy,GAME,ROLE_PLAYING,4.638838291,551,"5,000+",$9.99 ,Teen,17-Sep-16
218256,PasteLius,GAME,ACTION,5,3,100+,0,Everyone,27-May-15
218257,???????????10???????????????,GAME,PUZZLE,4.142857075,21,"1,000+",0,Everyone,18-Jun-15
218276,Ludo and All Game Board,GAME,BOARD,3.888888836,9,"1,000+",0,Everyone,11-Mar-19
218282,Scramble,GAME,EDUCATIONAL,3.736842155,228,"10,000+",0,Everyone,20-Jul-18
218283,Maze,GAME,PUZZLE,3.59375,288,"100,000+",0,Everyone,24-Sep-18
218284,Solitaire,GAME,CARD,4.133333206,180,"10,000+",0,Everyone,24-Oct-14
218322,Polysphere 360 Puzzle Game - Lowpoly art challenge,GAME,PUZZLE,3,2,100+,0,Everyone,18-Mar-19
218323,Knock Knock Balls - Shooting Fireballs With Cannon,GAME,ARCADE,3.400000095,5,"1,000+",0,Everyone,22-Dec-18
218376,Learn German Vocabulary - Kids,GAME,EDUCATIONAL,4.583864212,471,"50,000+",0,Everyone,7-Jun-17
218412,2 Crazy Balls,GAME,ARCADE,4.789473534,19,100+,0,Everyone,26-Oct-18
218441,3D?????????????,GAME,ADVENTURE,1.923076868,13,100+,0,Everyone,14-Dec-17
218442,?????????????????????????????,GAME,ACTION,2,1,50+,0,Everyone,4-Jul-17
218450,Kas Kas Ko,GAME,EDUCATIONAL,3.831750393,737,"50,000+",0,Everyone,10-Jul-15
218466,Hovercrash � ?? Fast hovercraft racing,GAME,RACING,3.839999914,100,"10,000+",0,Everyone,28-Jul-18
218509,Simple Arcade Space Shooter,GAME,ARCADE,5,2,10+,0,Everyone 10+,10-Jul-18
218526,Who Said,GAME,TRIVIA,5,7,10+,0,Teen,10-Aug-17
218533,Kids Draw with Shapes,GAME,EDUCATIONAL,4.551723957,58,"1,000+",$1.99 ,Everyone,3-Nov-17
218536,Ghiceste!,GAME,CASUAL,4.204515934,6156,"500,000+",0,Everyone,6-Jun-14
218537,Parachute Frenzy,GAME,CASUAL,3.481012583,79,"5,000+",0,Everyone,28-Mar-15
218538,Ordinea corecta,GAME,CASUAL,3.721428633,140,"10,000+",0,Everyone,28-Mar-15
218539,Codenames PnP,GAME,BOARD,3.333333254,9,"1,000+",0,Everyone,24-Aug-15
218540,Water Logic,GAME,PUZZLE,3.942710876,11922,"500,000+",0,Everyone,2-Sep-13
218586,Boolean Box - A Puzzle Game,GAME,PUZZLE,5,2,1+,0,Everyone,22-Mar-19
218602,3D Alan-Dal Tan?t?m Oyunu,GAME,EDUCATIONAL,3.285714388,7,50+,0,Everyone,2-Apr-18
218698,I Know Bible,GAME,TRIVIA,4.508295059,14647,"500,000+",0,Everyone,4-Sep-18
218742,Telegraph Fantasy Rugby 2019,GAME,SPORTS,3.5,2,100+,0,Everyone,31-Jan-19
218766,2048 ??????? ??????,GAME,BOARD,3.75,4,"5,000+",0,Everyone,15-Dec-17
218772,????? ???? Ramadan Quiz Bangla,GAME,EDUCATIONAL,4.688889027,45,"5,000+",0,Everyone,20-Oct-18
218774,Ramadan Quiz for All,GAME,EDUCATIONAL,4.878787994,33,"1,000+",0,Everyone,20-Oct-18
218776,Flying Pigeon,GAME,ARCADE,5,11,"1,000+",0,Everyone,29-Mar-18
218816,Flag Quiz,GAME,EDUCATIONAL,5,18,10+,0,Everyone,3-Sep-18
218905,Crystal Math - Numbers On Speed,GAME,EDUCATIONAL,4.764705658,51,500+,0,Everyone,28-Jan-19
218959,right brain trainer,GAME,TRIVIA,4.074380398,1815,"100,000+",0,Everyone,2-Jan-19
218965,Crucigramas,GAME,WORD,3.5,8,"1,000+",0,Everyone,29-Jan-16
219092,Mini Drone,GAME,CASUAL,3.666666746,3,"1,000+",0,Everyone,30-Aug-18
219112,Eagle Force,GAME,ACTION,5,3,50+,0,Everyone,13-Jan-17
219184,"Kids Math - Add, Subtract, Multiply, Divide",GAME,EDUCATIONAL,4.358490467,53,"10,000+",0,Everyone,29-Jan-19
219218,Touch123 with Kakao,GAME,PUZZLE,3.777777672,18,"1,000+",0,Everyone,13-Dec-13
219242,Pawon Burger,GAME,CASUAL,3.666666746,3,100+,0,Everyone,14-May-18
219244,Rainbow Juice Truck,GAME,CASUAL,5,2,500+,0,Everyone,25-May-18
219258,Turkish Word Maze,GAME,WORD,4.569230556,130,"10,000+",0,Everyone,7-Dec-15
219286,Flip Table,GAME,ACTION,4,6,100+,0,Everyone 10+,6-Oct-14
219306,Reversi Shots,GAME,PUZZLE,4.666666508,9,100+,0,Everyone,29-Jan-15
219415,Tiles ? fill squares line Puzzle Game,GAME,PUZZLE,2.5,2,100+,0,Everyone,15-Sep-18
219440,Memorises,GAME,PUZZLE,5,1,50+,0,Everyone,23-Sep-18
219471,Mystery Jewel,GAME,CASUAL,3.880273581,877,"100,000+",0,Everyone,19-Jul-16
219472,Pharaoh Diamond Legend,GAME,CASUAL,4.018256664,5094,"500,000+",0,Everyone,20-Jul-16
219473,Atlantis Jewels Journey,GAME,PUZZLE,4.091392994,1127,"100,000+",0,Teen,20-Jul-16
219474,Ice Bubble Shooter,GAME,CASUAL,3.970165968,3553,"100,000+",0,Everyone,20-Jul-16
219475,Atlantis Bubble Shooter,GAME,PUZZLE,4.283019066,53,"5,000+",0,Teen,5-Feb-17
219522,STALKER find artifacts 3D,GAME,ADVENTURE,3.415384531,260,"10,000+",0,Teen,3-Jul-16
219530,Radium 2,GAME,ARCADE,4.5,18,100+,$3.49 ,Everyone,7-Feb-18
219531,Clouds & Sheep 2 Premium,GAME,CASUAL,4.265822887,632,"5,000+",$2.99 ,Everyone,29-Nov-16
219561,Flick Fighter 2,GAME,ARCADE,3,1,100+,0,Everyone,2-Sep-14
219597,Free Sudoku,GAME,PUZZLE,3,2,50+,0,Everyone,27-Jul-16
219612,Contrep�terie Quizz,GAME,PUZZLE,4.657848358,567,"10,000+",0,Mature 17+,17-Mar-19
219631,D11,GAME,SPORTS,4.205479622,73,"10,000+",0,Everyone,9-Nov-18
219643,123 Basic Number Counting Math Games-EduMath1 Kids,GAME,EDUCATIONAL,4.471428394,70,"10,000+",0,Everyone,5-Jun-17
219649,Pixel Cars : Retro Racing,GAME,RACING,3.536000013,125,"5,000+",0,Everyone,17-Dec-14
219667,100 squares calc -time attack-,GAME,EDUCATIONAL,3.564841509,347,"100,000+",0,Everyone,12-Apr-17
219668,One Shot Putting Golf,GAME,SPORTS,3.791231632,479,"100,000+",0,Everyone,22-Dec-13
219669,All Zero Puzzle,GAME,PUZZLE,3.375,8,100+,0,Everyone,4-Sep-16
219670,Solar 2 Demo,GAME,SIMULATION,3.920394659,7600,"100,000+",0,Everyone,28-Dec-13
219714,Dog Breeds Quiz,GAME,TRIVIA,4.309778214,1217,"100,000+",0,Everyone,29-Oct-18
219722,Flex und Flo � Einmaleins,GAME,EDUCATIONAL,4.400000095,5,"1,000+",$0.99 ,Everyone,10-May-17
219723,Denken und Rechnen + und �,GAME,EDUCATIONAL,3.666666746,3,"1,000+",$0.99 ,Everyone,14-Dec-16
219745,MARK'S LIFE,GAME,ADVENTURE,4.425648212,733,"10,000+",$0.99 ,Teen,7-Feb-19
219749,Color by Number for Adults,GAME,CASUAL,4.090000153,400,"50,000+",0,Teen,1-Apr-19
219829,Typing Games Master,GAME,WORD,4.147058964,272,"50,000+",0,Everyone,29-Sep-18
219830,Word Search Ultimate,GAME,WORD,3.964285612,56,"10,000+",0,Everyone,29-Sep-18
219836,Ball Hero,GAME,ARCADE,4.349999905,20,100+,0,Everyone,29-Dec-17
219853,Streakbound,GAME,ARCADE,5,9,100+,0,Everyone,23-Oct-17
219860,Adolescent Santa Claus,GAME,CASUAL,4.324999809,40,"1,000+",0,Everyone,25-Feb-19
219861,TOKOTON Vol.1 locomotive!,GAME,EDUCATIONAL,4.28000021,25,"10,000+",0,Everyone,30-Oct-18
219883,Match 3 - Pet Paradise Party,GAME,PUZZLE,4.643835545,219,"10,000+",0,Everyone,12-Feb-19
219893,Spin Wheel Fortune,GAME,CASUAL,3.789473772,19,"5,000+",0,Everyone,7-Oct-18
219900,Real Chess 3D,GAME,BOARD,4.480916023,131,"1,000+",$1.99 ,Everyone,16-Dec-18
219927,Picasso - Kaleidoscope Draw!,GAME,CASUAL,4.119526863,5664,"500,000+",0,Everyone,28-Nov-14
219928,"Picasso - Scratch,Stamp,Draw!",GAME,CASUAL,3.626608372,3653,"100,000+",0,Everyone,18-Nov-13
219929,Picasso: Mirror Draw!,GAME,CASUAL,3.9160254,5847,"500,000+",0,Everyone,11-Mar-14
219952,????? ????? - ?????????,GAME,TRIVIA,4,151,"50,000+",0,Everyone,27-Feb-16
219953,Virtual tambourine,GAME,SIMULATION,3,70,"10,000+",0,Everyone,15-Feb-15
219954,Makarov GUN - shooting,GAME,CASUAL,3.19819808,111,"10,000+",0,Everyone,17-Dec-14
219955,Virtual saxophone - online,GAME,SIMULATION,2.463414669,82,"10,000+",0,Everyone,13-Feb-15
219956,Virtual flute,GAME,SIMULATION,2.8125,80,"10,000+",0,Everyone,25-Jan-15
219995,College BBALL Coach,GAME,SPORTS,4.153846264,234,"1,000+",$0.99 ,Everyone,3-Sep-17
220042,Scramble word jumble- addictive word games free,GAME,WORD,4.223107338,251,"10,000+",0,Everyone,4-Mar-19
220049,Galactic adventure: star rover,GAME,SIMULATION,3.444444418,9,100+,0,Everyone,6-Dec-15
