App Name,Category,Sub Category,Rating,Reviews,Installs,Price,Content Rating,Last Updated
Don:t Let It End,GAME,ARCADE,4.555555344,9.0,100+,0.99 ,Everyone,1-Apr-13
Going Nuts 2 VR,GAME,ARCADE,4.5,2.0,10+,4.99 ,Everyone,9-Mar-18
Going Nuts,GAME,RACING,4.360497475,2896.0,"100,000+",0,Everyone,28-Dec-15
Rush 'Hower,GAME,ARCADE,4.590909004,22.0,500+,0,Everyone,29-Mar-19
Swipe Casters,GAME,ACTION,4.114814758,270.0,"10,000+",0,Everyone,11-May-18
WaveJumper,GAME,CASUAL,5,2.0,10+,0.99 ,Everyone,21-Nov-16
Windward,GAME,ADVENTURE,4.222222328,180.0,"1,000+",3.99 ,Everyone 10+,30-Jun-17
Trivia Survival 100,GAME,TRIVIA,4.628142834,111118.0,"1,000,000+",0,Everyone,27-Mar-19
??????,GAME,RACING,4.179791927,84848.0,"1,000,000+",0,Everyone,11-Mar-19
Cooking Rush,GAME,CASUAL,4.588820457,2111.0,"50,000+",0,Everyone,12-Mar-19
Death Invasion : Survival,GAME,ACTION,4.637097359,141498.0,"5,000,000+",0,Mature 17+,23-Mar-19
Heroes of Warland - Team FPS,GAME,ACTION,3.791119337,4797.0,"500,000+",0,Teen,5-Mar-19
Prize Claw 2,GAME,ARCADE,3.933808327,196958.0,"10,000,000+",0,Everyone,5-Mar-19
Toddler Sing and Play 2,GAME,MUSIC,3.698574305,1473.0,"500,000+",0,Everyone,18-Nov-18
Call Break Point Calculator Multiplayer-Offline,GAME,CARD,4.25,16.0,"1,000+",0,Everyone,18-Jun-18
Buff Knight Advanced! - Retro RPG Runner,GAME,ROLE_PLAYING,4.440230846,5195.0,"100,000+",0,Everyone 10+,28-Feb-19
fruits slicer watermelon cutter,GAME,CASUAL,3.666666746,3.0,"1,000+",0,Everyone,17-May-17
fishing games free for kids,GAME,CASUAL,4.5,2.0,100+,0,Everyone,10-Nov-16
clean up house games for girls,GAME,CASUAL,2.842696667,89.0,"10,000+",0,Everyone,28-Apr-16
Cosmetology State Board Review,GAME,EDUCATIONAL,4.623188496,69.0,"10,000+",0,Everyone,30-Jan-19
Side'n Wise,GAME,PUZZLE,4.555555344,9.0,10+,0,Everyone,9-Jul-14
Tuculoh is Awakening,GAME,CASUAL,5,17.0,50+,0,Teen,6-Jul-17
Fly Me To The Moon!,GAME,CASUAL,3.214285612,42.0,"1,000+",0,Everyone,15-Jul-13
Armor knight,GAME,ARCADE,4.656000137,250.0,"10,000+",0,Everyone,20-Mar-19
Ballarina � A GAME SHAKERS App,GAME,RACING,4.366020203,22578.0,"1,000,000+",0,Everyone,21-Nov-16
MCPS 5th Grade Challenge,GAME,EDUCATIONAL,3.5,8.0,100+,0,Everyone,25-Apr-17
Quirky,GAME,ADVENTURE,4.629629612,27.0,100+,0,Everyone,15-Sep-18
Pixel Racing,GAME,RACING,4.153104305,1659.0,"500,000+",0,Everyone,19-Feb-19
Bricks Breaker Classic,GAME,PUZZLE,4.310231209,6969.0,"1,000,000+",0,Everyone,20-Feb-19
GUN ZOMBIE,GAME,ARCADE,4.391624451,243685.0,"5,000,000+",0,Teen,17-Oct-14
Captain Crab,GAME,ARCADE,5,5.0,10+,0,Everyone,27-Feb-19
Battle Bay,GAME,ACTION,4.557342052,374090.0,"10,000,000+",0,Everyone 10+,13-Feb-19
Dream On A Journey,GAME,ADVENTURE,3.446098089,2486.0,"500,000+",0,Everyone,15-Mar-19
Merge 7 - Collection of Number Puzzle Game,GAME,PUZZLE,4.126262665,198.0,"50,000+",0,Everyone,30-Dec-18
Hidden Folks,GAME,CASUAL,4.826583385,963.0,"10,000+",3.99 ,Everyone,3-Nov-18
Age of Rivals,GAME,BOARD,4.792141914,789.0,"5,000+",3.99 ,Everyone 10+,19-Dec-18
SiNKR,GAME,PUZZLE,4.771929741,57.0,500+,1.99 ,Everyone,25-Feb-19
D&D Lords of Waterdeep,GAME,BOARD,3.698650599,667.0,"10,000+",6.99 ,Everyone,20-Jul-18
Fighting Fantasy Legends,GAME,ROLE_PLAYING,4.381818295,165.0,"5,000+",4.99 ,Teen,13-Sep-17
Word Chains,GAME,WORD,4.457940578,2758.0,"100,000+",0,Everyone,7-Jul-17
Word Riot,GAME,WORD,3.400000095,20.0,"1,000+",0,Everyone,9-Apr-17
Flood: Deep Underwater Crafting Adventure,GAME,SIMULATION,4.083937645,1930.0,"100,000+",0,Everyone,15-Feb-19
????? ?? ?????,GAME,WORD,3,1.0,100+,0,Everyone,3-Mar-18
Virtual Guitar Music,GAME,MUSIC,3.900000095,100.0,"50,000+",0,Everyone,11-Sep-18
Organ Keyboard 2019,GAME,MUSIC,3.785067797,884.0,"100,000+",0,Everyone,30-Mar-19
Real Organ Piano Music,GAME,MUSIC,3.985544205,1176.0,"500,000+",0,Everyone,30-Mar-19
Castle Solitaire: Card Game,GAME,CARD,4.692485332,2595.0,"50,000+",0,Everyone,16-Jan-19
Mr Snoozleberg,GAME,PUZZLE,4.136054516,147.0,"1,000+",0.99 ,Everyone,20-Dec-13
Aliens in Chains,GAME,PUZZLE,4.59914875,1175.0,"50,000+",0,Everyone,22-Mar-19
Gambol�o,GAME,SPORTS,4.407407284,108.0,"1,000+",0,Everyone,21-Oct-14
BLeBRiTY,GAME,TRIVIA,4.305327892,488.0,"10,000+",0.99 ,Everyone,15-Mar-19
Doodle Devil�,GAME,PUZZLE,4.204157352,3512.0,"50,000+",0.99 ,Teen,12-Sep-16
243 Puzzle Game,GAME,PUZZLE,4.652173996,23.0,"1,000+",0,Everyone,2-Feb-19
Fake Police Radio Scanner,GAME,MUSIC,3.499003887,1004.0,"100,000+",0,Everyone,7-Dec-18
?????? ??????,GAME,ROLE_PLAYING,3.693781376,12945.0,"1,000,000+",0,Everyone,17-Feb-19
Shaver Prank,GAME,SIMULATION,3.763888836,288.0,"100,000+",0,Everyone,10-Mar-19
Under Leaves,GAME,PUZZLE,4.949999809,40.0,"1,000+",1.99 ,Everyone,26-Mar-19
Petting Zoo,GAME,CASUAL,4.505666733,1147.0,"10,000+",2.99 ,Everyone,6-Mar-15
Chayen - charades word guess party,GAME,WORD,4.749257565,37720.0,"1,000,000+",0,Everyone,12-Aug-17
????,GAME,PUZZLE,5,1.0,1+,0,Everyone,22-Dec-18
Baseball Highlights 2045,GAME,BOARD,4.613733768,466.0,"5,000+",3.99 ,Everyone,28-Nov-18
Kids Math,GAME,EDUCATIONAL,4.439114571,271.0,"50,000+",0,Everyone,10-Jan-19
Kids GK Quiz,GAME,EDUCATIONAL,4.227737427,1370.0,"100,000+",0,Everyone,26-Dec-18
Kids GK,GAME,EDUCATIONAL,4.427769661,4811.0,"1,000,000+",0,Everyone,10-Mar-19
Learn 2 Fly,GAME,ARCADE,4.415203571,17430.0,"1,000,000+",0,Everyone,8-May-18
World of Goo,GAME,PUZZLE,4.704316616,35095.0,"500,000+",4.99 ,Everyone,8-Jan-14
Pluck!,GAME,PUZZLE,4.495283127,424.0,"10,000+",0,Everyone,16-Mar-18
Lightsaber Master,GAME,ACTION,3.63859272,938.0,"50,000+",0,Everyone,1-Feb-16
Infinite Skater,GAME,ACTION,4.021611214,5784.0,"100,000+",0,Everyone,25-May-16
Pakka Pets Village,GAME,SIMULATION,4.71844244,43888.0,"500,000+",0,Everyone,1-Apr-19
Eggy 250 HD,GAME,EDUCATIONAL,3.235294104,68.0,"10,000+",1.99 ,Everyone,26-Feb-19
Eggy 250,GAME,EDUCATIONAL,3.461538553,39.0,"5,000+",1.99 ,Everyone,26-Feb-19
Eggy 100,GAME,EDUCATIONAL,3.73570013,507.0,"100,000+",0,Everyone,10-Oct-18
Eggy 100 HD,GAME,EDUCATIONAL,3.786251307,931.0,"100,000+",0,Everyone,10-Oct-18
Spider Solitaire Patience free,GAME,CARD,4.349254131,4962.0,"100,000+",0,Everyone,5-Feb-16
FreeCell Solitaire,GAME,CARD,4.554317474,44157.0,"1,000,000+",0,Everyone,20-Dec-18
Freecell Solitaire,GAME,CARD,4.388157845,304.0,"10,000+",0,Everyone,29-Sep-17
2012,GAME,ACTION,3.613333225,75.0,"10,000+",0,Everyone,9-Oct-17
X-Fair Simulator: Break Dance No1,GAME,SIMULATION,4.272727489,11.0,100+,2.99 ,Everyone,5-Jan-19
Yes Or No - Funny Ask and Answer Questions game,GAME,CASUAL,3.958123684,18077.0,"1,000,000+",0,Everyone,27-Mar-19
Doom & Destiny Advanced,GAME,ROLE_PLAYING,4.685272694,7184.0,"50,000+",4.99 ,Teen,22-Feb-19
Brutal Brutalness - a Heavy Metal Journey,GAME,ACTION,4.005970001,335.0,"10,000+",1.40 ,Teen,3-Dec-18
Look Perspective Puzzle Game,GAME,EDUCATIONAL,4.400000095,5.0,100+,0,Everyone,22-Mar-19
Giai Cuu 3000 Tu Tieng Anh,GAME,EDUCATIONAL,4.461538315,65.0,"10,000+",0,Everyone,2-Oct-16
Flags Quiz - Capitals Quiz,GAME,EDUCATIONAL,4.076922894,52.0,"10,000+",0,Everyone,9-Oct-16
Giai Cuu Cau Do Vui Dan Gian,GAME,EDUCATIONAL,4.15282011,2624.0,"500,000+",0,Everyone,10-Jul-16
Amharic Chewata,GAME,EDUCATIONAL,3.802469254,81.0,"10,000+",0,Everyone,17-Feb-15
Amharic Play and Learn,GAME,EDUCATIONAL,4.545454502,11.0,"1,000+",0,Everyone,13-Jun-18
Dominoes Pro,GAME,BOARD,4.274255276,62048.0,"5,000,000+",0,Everyone,14-Feb-19
Santa Memory,GAME,CASUAL,4.12156868,255.0,"10,000+",0,Everyone,10-Apr-14
Moment Card,GAME,PUZZLE,4.264615536,1625.0,"50,000+",0,Everyone,7-Jul-15
Zombie High School : Dark Kitchen,GAME,ARCADE,4.078758717,419.0,"10,000+",0,Everyone,18-Mar-19
Polyroll Football -  PolySphere Jigsaw ArtBook,GAME,PUZZLE,5,1.0,5+,0,Everyone,8-Mar-19
EXO Magic Piano Tiles,GAME,MUSIC,4,13.0,100+,0,Everyone,30-Oct-18
Integrame rom�ne?ti,GAME,WORD,4.929824352,285.0,"10,000+",0,Everyone,17-Feb-19
Solitaire - Klondike Solitaire Free Card Games,GAME,CARD,4.773584843,159.0,"10,000+",0,Everyone,1-Apr-19
Keep the Castle - VIP Edition,GAME,ROLE_PLAYING,4.058823586,34.0,"1,000+",1.99 ,Everyone,2-Apr-19
Color Click Tick - color wheel app,GAME,ACTION,5,1.0,50+,0,Everyone,17-Aug-18
McPixel,GAME,ARCADE,4.67031908,2099.0,"10,000+",2.99 ,Teen,19-Jul-16
Dark Side,GAME,ARCADE,4.294066906,10467.0,"1,000,000+",0,Everyone,23-Nov-18
X-Wing Flight,GAME,ARCADE,4.26738596,27249.0,"1,000,000+",0,Everyone,6-Dec-18
PuPu Car,GAME,ARCADE,3.472222328,36.0,"10,000+",0,Everyone,13-Dec-18
Penguin Fishing,GAME,CASUAL,3.779248714,6949.0,"1,000,000+",0,Everyone,18-Oct-18
ROBA,GAME,ARCADE,4.083333492,12.0,100+,0,Everyone,5-Mar-16
Putt-Putt� TravelsThroughTime,GAME,CASUAL,4.126582146,79.0,"1,000+",4.99 ,Everyone,17-Sep-15
Pajama Sam 3,GAME,CASUAL,4.397435665,78.0,"1,000+",4.99 ,Everyone,17-Sep-15
Putt-Putt� Saves the Zoo,GAME,CASUAL,4.098712444,233.0,"5,000+",4.99 ,Everyone,17-Sep-15
Pajama Sam: No Need to Hide,GAME,CASUAL,4.120481968,249.0,"5,000+",4.99 ,Everyone,17-Sep-15
Pajama Sam Thunder & Lightning,GAME,CASUAL,4.370370388,135.0,"1,000+",4.99 ,Everyone,17-Sep-15
Freddi Fish: Hogfish Rustlers,GAME,CASUAL,4.285714149,28.0,"1,000+",4.99 ,Everyone,29-Mar-19
Can Knockdown 2,GAME,CASUAL,4.29471159,4557.0,"100,000+",0.99 ,Everyone,26-Nov-14
Jelly Defense,GAME,ARCADE,4.553808689,10240.0,"100,000+",2.99 ,Everyone,29-Sep-17
Transformers Rescue Bots: Disaster Dash,GAME,CASUAL,4.332327843,23874.0,"5,000,000+",0,Everyone,28-Mar-18
Ongoing Story,GAME,EDUCATIONAL,4.106382847,141.0,"5,000+",0,Everyone,15-Feb-14
Learn Spanish Vocabulary - Kids,GAME,EDUCATIONAL,4.467391491,184.0,"10,000+",0,Everyone,25-Dec-18
Learn English Vocabulary - Kids,GAME,EDUCATIONAL,4.662650585,166.0,"10,000+",0,Everyone,26-Dec-18
Learn French Vocabulary - Kids,GAME,EDUCATIONAL,4.561484814,431.0,"50,000+",0,Everyone,26-Dec-18
Learn Korean Vocabulary - Kids,GAME,EDUCATIONAL,3.454545498,66.0,"5,000+",0,Everyone,8-Jan-19
Learn Japanese Vocabulary - Kids,GAME,EDUCATIONAL,4.076922894,39.0,"1,000+",0,Everyone,10-Dec-18
Rush Jumper,GAME,ARCADE,4.913043499,23.0,100+,0,Everyone,1-Feb-16
Kolor Shot,GAME,ARCADE,4.724137783,29.0,100+,0,Everyone,8-Jan-16
Jigsaw Puzzles Offline,GAME,PUZZLE,3.803571463,56.0,"10,000+",0,Everyone,14-Jul-18
Japanese Girls - Anime Makeup & Dress up,GAME,CASUAL,4.363636494,187.0,"10,000+",0,Everyone,25-Jan-19
Pastel Goth Fashion - Make Up & Dress Up,GAME,SIMULATION,3.871794939,117.0,"10,000+",0,Everyone,25-Jan-19
Pins,GAME,ARCADE,3.882629156,426.0,"50,000+",0,Everyone,14-Jul-18
Goth Wedding - Gothic Bridal Makeover,GAME,SIMULATION,4.112612724,222.0,"10,000+",0,Everyone,25-Jan-19
Mayhem Combat - Fighting Game,GAME,ACTION,4.307373524,4584.0,"500,000+",0,Teen,12-Mar-19
"Scale - Balls vs Trape, Scale game",GAME,PUZZLE,4.012396812,242.0,"50,000+",0,Everyone,8-Jul-18
Pokees Coloring by Pixel & Numbers Sandbox Art,GAME,EDUCATIONAL,4.386473656,414.0,"50,000+",0,Everyone,5-Aug-18
????????,GAME,WORD,4.095785618,261.0,"50,000+",0,Everyone,15-Jun-18
Charades,GAME,WORD,4.226087093,230.0,"100,000+",0,Everyone,10-Feb-19
VR Sally Ride Tour,GAME,SIMULATION,5,5.0,100+,0,Everyone,19-Oct-16
Invert - Tile Flipping Puzzles,GAME,PUZZLE,4.82035923,167.0,"1,000+",2.99 ,Everyone,25-Apr-17
Atomic Bomber Full,GAME,ARCADE,4.473535061,9163.0,"100,000+",0.99 ,Everyone 10+,21-Jan-16
Atomic Fighter Bomber Pro,GAME,ARCADE,4.2265625,384.0,"10,000+",1.49 ,Everyone,13-Sep-17
TankTrouble,GAME,ARCADE,4.133928776,448.0,"10,000+",1.49 ,Everyone,25-Mar-15
Fruits & Vegetables Quiz - Fruiz,GAME,EDUCATIONAL,4.555654049,2255.0,"100,000+",0,Everyone,6-Apr-18
NICKI MINAJ: THE EMPIRE,GAME,ADVENTURE,4.693002701,55678.0,"1,000,000+",0,Teen,1-Mar-17
Amino Acid Quiz,GAME,EDUCATIONAL,4.622222424,45.0,"10,000+",0,Everyone,20-Mar-19
Countries of South America Quiz,GAME,EDUCATIONAL,5,1.0,100+,0,Everyone,10-Mar-19
"US States Quiz - Maps, Flags, Capitals & More",GAME,EDUCATIONAL,4.222222328,9.0,500+,0,Everyone,11-Mar-19
"Countries of Europe Quiz - Maps, Capitals, Flags",GAME,EDUCATIONAL,4.714285851,14.0,"1,000+",0,Everyone,28-Nov-18
"Countries of Africa Quiz - Maps, Capitals, Flags",GAME,EDUCATIONAL,4.776595592,94.0,"5,000+",0,Everyone,12-Mar-19
Snappy Fish - Free,GAME,ARCADE,5,6.0,50+,0,Everyone,3-Oct-18
Train Your Brain 2,GAME,EDUCATIONAL,4.783062458,862.0,"50,000+",0,Everyone,28-Aug-18
???? ???? - ???? ????? ????,GAME,WORD,4.466986179,4801.0,"100,000+",0,Everyone,29-Dec-18
Ultimate Ocean Simulator,GAME,ROLE_PLAYING,4.344262123,183.0,"5,000+",0.99 ,Everyone 10+,30-Nov-17
Metro - the board game,GAME,BOARD,3.723404169,47.0,500+,2.99 ,Everyone,19-Apr-18
TreasureHunter by R.Garfield,GAME,CARD,3.923076868,52.0,"1,000+",2.99 ,Everyone,24-Nov-17
Cute Pet Pululu - Tamagotchi & Virtual Pet Game,GAME,CASUAL,4.385643959,157228.0,"5,000,000+",0,Everyone,11-May-18
Mahjong Magic Lands: Fairy King's Quest,GAME,BOARD,4.642410278,3518.0,"100,000+",0,Everyone,7-Mar-19
Spin and Earn - Win Cash Prize Money,GAME,CASUAL,4.5,24.0,100+,0,Everyone,19-Mar-19
Guess the Movie 2 - Bollywood Movie Quiz,GAME,TRIVIA,5,3.0,5+,0.99 ,Everyone,11-Dec-18
Mobile Dinosaur Free,GAME,CASUAL,4.199999809,15.0,"5,000+",0,Everyone 10+,24-Apr-18
Mobile Dinosaur (Action Edition),GAME,ACTION,3.666666746,3.0,500+,0,Everyone,15-Oct-18
Everyday Life Lotto,GAME,EDUCATIONAL,5,4.0,"1,000+",0,Everyone,3-Apr-18
Large Puzzle Firefighters,GAME,EDUCATIONAL,5,3.0,"1,000+",0,Everyone,3-Apr-18
LudiTab Spatial Recognition,GAME,EDUCATIONAL,5,5.0,"1,000+",0,Everyone,3-Apr-18
Large Puzzle Pirates,GAME,EDUCATIONAL,5,5.0,"1,000+",0,Everyone,3-Apr-18
Break the Bubbles,GAME,CASUAL,4.477897167,837.0,"100,000+",0,Everyone,25-Jan-18
Space Mission,GAME,CASUAL,4.5,2.0,100+,0,Everyone,22-Oct-16
L�gendes du Tarn,GAME,ADVENTURE,5,1.0,100+,0,Everyone,30-Jan-19
Plouf Plouf c'est toi le loup,GAME,ADVENTURE,4.199999809,5.0,50+,0,Everyone,26-Feb-19
??????? ??????? (paper planes ),GAME,ARCADE,4.400000095,10.0,500+,0,Everyone,13-Feb-18
Wordox � Free multiplayer word game,GAME,WORD,4.284639835,118346.0,"1,000,000+",0,Everyone,21-Mar-19
Baby Pop Balloons,GAME,EDUCATIONAL,3,3.0,"1,000+",0,Everyone,30-Sep-17
Smelly Cat Scratch Cards Book,GAME,CASUAL,4.413793087,58.0,"1,000+",0,Everyone,30-Jan-15
Baby Games 7-in-1 Plus,GAME,EDUCATIONAL,4,2.0,100+,1.99 ,Everyone,14-Jan-18
Fidgetfy - Build your own fidget spinner,GAME,CASUAL,4,7.0,500+,0,Everyone,14-Jan-18
The Mountain  Hill Racer: Free Climbing & Racing,GAME,RACING,3.666666746,6.0,"1,000+",0,Teen,5-Aug-18
2 For 2: Connect the Numbers Puzzle,GAME,PUZZLE,4.431097507,19680.0,"1,000,000+",0,Everyone,27-Sep-18
Lines and Hexa,GAME,PUZZLE,4.771428585,35.0,"1,000+",0,Everyone,17-Oct-18
Hardest Girl to Get - Kode Keras Cowok dari Cewek,GAME,TRIVIA,4.299902439,29773.0,"1,000,000+",0,Everyone,25-Mar-19
Electric Saw Sound,GAME,SIMULATION,5,5.0,"1,000+",0,Everyone,28-Mar-19
Whistle,GAME,SIMULATION,4,2.0,"1,000+",0,Everyone,25-Oct-18
Tic-tac-toe 1vs1,GAME,PUZZLE,3.799999952,90.0,"10,000+",0,Everyone,25-Jan-14
Tower of Hanoi Pro,GAME,PUZZLE,4.099379063,161.0,"5,000+",0,Everyone,12-Apr-15
Dr. Cares - Amy's Pet Clinic ?? ??,GAME,CASUAL,4.554216862,6640.0,"500,000+",0,Everyone,12-Sep-18
Parker & Lane: Criminal Justice,GAME,CASUAL,4.398769379,12190.0,"1,000,000+",0,Teen,18-Jan-19
Happy Coloring,GAME,EDUCATIONAL,4.135135174,37.0,"1,000+",0,Everyone,20-Oct-16
Double CS GO Skins Game,GAME,PUZZLE,3.75999999,600.0,"50,000+",0,Everyone,26-Nov-18
Find the CS GO Chicken,GAME,PUZZLE,3.828947306,228.0,"10,000+",0,Everyone,30-Dec-16
Roll Balls into a hole,GAME,CASUAL,3.905192852,226449.0,"10,000,000+",0,Everyone,2-Jul-18
Jumpy Horse Show Jumping,GAME,SPORTS,3.853960514,404.0,"1,000+",2.99 ,Everyone,18-Dec-18
4 ???????? 1 ?????,GAME,WORD,4.640930653,1891.0,"100,000+",0,Everyone,26-Jan-19
1 Pic 8 Words - Syllables,GAME,WORD,4.592614174,1706.0,"100,000+",0,Everyone,21-Jul-18
Masha and the Bear: Good Night!,GAME,EDUCATIONAL,4.601388931,31246.0,"5,000,000+",0,Everyone,31-Jan-19
Story Books For Kids & Parents,GAME,EDUCATIONAL,4.076416492,7289.0,"1,000,000+",0,Everyone,8-Dec-18
"Baby Phone - Games for Family, Parents and Babies",GAME,EDUCATIONAL,4.190681458,48914.0,"5,000,000+",0,Everyone,27-Jun-18
Puzzle 2048 Brain training,GAME,PUZZLE,4.636363506,11.0,"1,000+",0,Everyone,20-May-16
Bhabho - Laad - Get Away,GAME,CARD,4.240671635,536.0,"100,000+",0,Everyone,9-Jan-19
SCQ Ultimate,GAME,EDUCATIONAL,4.222222328,18.0,500+,0,Everyone,27-Mar-19
Fruit Candy Blast,GAME,PUZZLE,4.460772038,12542.0,"5,000,000+",0,Everyone,4-Mar-19
Crazy Marble,GAME,ADVENTURE,4.018816948,13711.0,"1,000,000+",0,Everyone,15-Oct-16
Doug dug.,GAME,ACTION,4.420935631,449.0,"5,000+",0.99 ,Everyone,11-Apr-16
Fast Click Game,GAME,ARCADE,4.142857075,21.0,"1,000+",0,Everyone,21-Dec-18
Glyph [REDACTED],GAME,TRIVIA,4.111307621,566.0,"10,000+",0,Everyone,23-Jan-19
Anime Avatar Maker: Pretty,GAME,CASUAL,4.330143452,418.0,"10,000+",0,Teen,22-Jul-18
Division games: math games for free: easy learning,GAME,EDUCATIONAL,3.111111164,9.0,"1,000+",0,Everyone,20-Sep-18
Children Puzzle Animals Pets for Kids - Fishy,GAME,PUZZLE,4.789473534,19.0,"10,000+",0,Everyone,1-Oct-18
Easy Multiplication and Division Games: Learning,GAME,EDUCATIONAL,4.209302425,43.0,"10,000+",0,Everyone,25-Sep-18
Easy Multiplication games to 100: learning steps,GAME,EDUCATIONAL,3.818181753,11.0,"1,000+",0,Everyone,25-Sep-18
La cave aux enigmes,GAME,PUZZLE,4.323331833,38527.0,"1,000,000+",0,Everyone,27-Oct-18
Bloody Games,GAME,PUZZLE,3.692116022,28082.0,"1,000,000+",0,Everyone,4-Mar-19
??? ??,GAME,BOARD,4.568181992,44.0,"1,000+",0,Everyone,30-Oct-18
??? ???!,GAME,SIMULATION,4.676674366,1299.0,"100,000+",0,Everyone,9-Sep-16
??? RPG,GAME,SIMULATION,4.292683125,41.0,"5,000+",0,Everyone,21-Apr-18
???? ????,GAME,SIMULATION,4.40750742,4076.0,"500,000+",0,Everyone,17-Mar-18
THE ANIMAL KINGDOM,GAME,EDUCATIONAL,4.6875,16.0,500+,0,Everyone,10-Oct-17
Picfix Puzzle,GAME,PUZZLE,5,6.0,100+,0,Everyone,12-May-18
Tap Forest,GAME,ARCADE,3,2.0,100+,0,Everyone,19-Oct-15
Beast Quest,GAME,ROLE_PLAYING,4.388581276,18951.0,"1,000,000+",0,Everyone 10+,1-Feb-19
What kind of bird are you? Test,GAME,TRIVIA,4.669683456,221.0,"10,000+",0,Everyone,10-Dec-18
Which sea creature are you? Test,GAME,TRIVIA,4.237179279,156.0,"10,000+",0,Everyone,8-Dec-18
What animal are you? Test,GAME,TRIVIA,4.245941162,1663.0,"100,000+",0,Everyone,8-Dec-18
DeepSeaGirl [Story of Ari],GAME,ADVENTURE,4.54285717,175.0,"1,000+",2.99 ,Teen,28-Nov-15
Summer Valley [Story Game],GAME,ADVENTURE,4.052022934,346.0,"10,000+",0,Everyone,2-Mar-18
???????? PRO ????,GAME,EDUCATIONAL,4.708333492,144.0,"1,000+",0.99 ,Everyone,17-Dec-18
?????? ????????!,GAME,WORD,4.728197098,1869.0,"10,000+",0.99 ,Everyone,28-Feb-19
??????,GAME,PUZZLE,5,3.0,500+,0,Everyone,2-May-18
???????,GAME,MUSIC,2,1.0,100+,0,Everyone,9-Dec-18
Mask of MOAI,GAME,BOARD,4.533333302,15.0,"1,000+",0,Everyone,13-Dec-18
?????????,GAME,BOARD,4,2.0,10+,0,Everyone,23-Feb-18
Access to the Blue House,GAME,ARCADE,4.420091152,219.0,"10,000+",0,Everyone,25-Jan-17
SPACE BANGBANGBANG,GAME,ARCADE,4.666666508,15.0,100+,0,Everyone,12-Jan-17
2 Million Candlelight,GAME,ARCADE,4.838709831,31.0,"1,000+",0,Everyone,26-Jan-17
Visual Novel Reader,GAME,CASUAL,3.285714388,189.0,"10,000+",0,Everyone,23-Jan-16
Carnivores: Dinosaur Hunter,GAME,ACTION,4.184708595,136745.0,"5,000,000+",0,Teen,14-Mar-19
Dinosaur Hunter Dino City 2017,GAME,ACTION,4.223296165,4138.0,"1,000,000+",0,Teen,21-Mar-19
Bingo: Classic Offline BINGO,GAME,CARD,4.322250843,391.0,"10,000+",0,Teen,30-Aug-18
Gomoku - Tic Tac Toe,GAME,BOARD,4.153846264,13.0,"10,000+",0,Everyone,31-Mar-19
Blackjack offline,GAME,CARD,3.930555582,144.0,"50,000+",0,Teen,27-Sep-18
????????????????????????????,GAME,PUZZLE,4.567386627,21948.0,"100,000+",0,Everyone,14-Dec-15
Unicycle Giraffe,GAME,CASUAL,3.410493851,324.0,"50,000+",0,Everyone,25-Mar-19
???? ???????,GAME,MUSIC,3.902173996,92.0,"10,000+",0,Everyone,5-Jun-15
????? ????? ???????,GAME,EDUCATIONAL,4.599999905,5.0,"1,000+",0,Everyone,23-May-15
Boom Boom Balloon,GAME,PUZZLE,3.166666746,6.0,100+,0,Everyone,14-Dec-15
OS Hunter,GAME,CASUAL,4.25,8.0,100+,0,Everyone,17-Mar-14
Super Santa Dash Pro Free 2017,GAME,ADVENTURE,3.653846264,104.0,"10,000+",0,Everyone,16-Dec-13
Tiny Puzzle - Early Learning games for kids free,GAME,EDUCATIONAL,4.686581612,1021.0,"100,000+",0,Everyone,21-Mar-19
???????? - ?????????????????,GAME,PUZZLE,3.398305178,118.0,"50,000+",0,Everyone,22-Nov-16
Missile War Simulator,GAME,SIMULATION,3.74019599,408.0,"5,000+",1.49 ,Teen,22-Jan-16
2048 Crazy Version 2,GAME,PUZZLE,5,1.0,10+,0,Everyone,28-Oct-18
Practice driving in Thailand,GAME,EDUCATIONAL,4.128355503,6147.0,"100,000+",0,Everyone,10-Mar-16
Indian Summer,GAME,BOARD,4.599999905,35.0,500+,4.99 ,Everyone,16-Nov-18
Skatabrechnung,GAME,CARD,3.833333254,6.0,"1,000+",0,Everyone,29-Mar-15
??????? - ????,GAME,SPORTS,1,1.0,100+,0,Everyone,29-Jul-18
dotpict! Games,GAME,CASUAL,4.572463989,138.0,"5,000+",0,Everyone,24-Jun-18
Word Shaker Free,GAME,WORD,4.292431355,10081.0,"1,000,000+",0,Everyone,23-Jul-18
New Dot,GAME,CASUAL,4.454545498,176.0,"10,000+",0,Everyone,9-Mar-19
Falling Elephants,GAME,ARCADE,4.218274117,197.0,"5,000+",0,Everyone,13-Oct-17
Popopop,GAME,PUZZLE,4.156862736,51.0,"1,000+",0,Everyone,13-Oct-17
The Curse of the Mushroom King,GAME,ADVENTURE,4.266514778,1756.0,"50,000+",0,Everyone,18-Oct-16
GAMETIME (GT) - Live Trivia Game Show,GAME,TRIVIA,3.372549057,51.0,"5,000+",0,Everyone,6-Mar-19
First Order Stormtrooper Robot,GAME,ADVENTURE,3.147286892,129.0,"10,000+",0,Everyone,7-May-18
Jewels 2018,GAME,PUZZLE,4.320487022,493.0,"10,000+",0,Everyone,5-Sep-17
Solitaire Classic 2017,GAME,CARD,4.328947544,152.0,"10,000+",0,Everyone,21-Aug-17
